평가,상품명,리뷰,index
2.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"요새 어성초가 유행이라서 구매햤는데 
 저는 좋다고 하는 상품을 써봤지만 성인이 되서 잘안맞고 뭐가 나더라구요 이거는 촉촉햐지는건 아니지만 좁쌀여드름이나 여드름이 사라져요 뭐 안나기도 하고 너무 좋습니다",1935
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"생각보다 좋아요
 같이 온 증정도 좋고
 화장솜에 묻혀서 바르니 3일차인데도
 좋은느낌이 납니다.
 향도 강하지 않고
 피부 닦고난 후 끈적임없고
 좋은거같아요.",1936
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"몇통 째 쓰고있는건지 모르겠어요!!! 정말 순하고 좋아요 
 이 스킨 쓴 이후로 여드름이 진짜 가끔 나요 원래는 엄청 많았는데 그것도 다 없어지고 ㅠㅠ 인생템입니다",1937
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),촉촉한데 진정도 엄청 잘 돼요!! 닦토로 쓰기 보다는 토너 팩이나 손으로 찹찹 먹여서 쓰는게 더 좋은 거 같고 써본 어성초 토너 중에 제일 맘에 들어요!,1938
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),아누아 토너 4통째 쓰고 있는데 토너팩 해주면 너무 좋아요 피부가 뒤집어졌을때 꾸준히 팩해주고 사용하면 금세 가라앉아요,1939
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"1년째사용하고있어요
 올영에서살수있어서좋어요
 이거때문인지는멀라도피부많이좋아짐 여드름피부에효과가있믄듯",1940
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"증정으로 주신 화장솜으로 스킨팩을 저녁마다 했었는데
 자극도 안느껴지고 붉은기도 잡아주고 트러블도 가라앉는게 보여요",1941
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"재구매 했어요. 애초에 여러가지 리뷰 보고 구매했고 써봤더니 역시나 좋아요. 진정도 잘돼고 여드름에도 좋고, 보습도 좋습니다. 추천해요.",1942
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),여름철이라 피부가 뒤집어지고 자극없이 피부진정에 좋은 스킨팩을 찾는도중에 쓰게 되었는데 진심 너무너무 좋아요~~!!!강추,1943
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),여름이라 수부지에다가 좁살과 붉음증때문애 스트레스 받아서 사봤는데 좋네요 다음에는 대용량으로 사야겠어요,1944
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),아직은 쓰는 단계인데 이게 자극이 없다해서 샀는데 조금 따갑고 화한 느낌이 없지 않아 있어서 조금 더 지켜보려고해요. 근데 확실히 진정되는 느낌은 있어용.,1945
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"늘 재구매하는 제품이에요
 좁쌀에 진짜 효과 와방인 제품입니다..
 스킨팩해주고 몇번 흡토 해주면 피부가 진짜 촉촉하고 진정돼요!!!!!",1946
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),스킨팩용으로 샀는데 이마에 한번씩 좁쌀 올라올 기미 생길때 집중적으로 해주면 가라앉음 순해서 자극없이 수분만 층전해주기 좋음,1947
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),아직 사용 전이지만 좋다는 평이 너무 많아서 구매해봐요. 사용후 다시 후기 올릴게요,1948
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"다른거 쓰다가 다시 돌아왔어요,, 진정에 좋은 것 같습니당",1949
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),진정에 좋고 자극 없이 촉촉해요. 향도 나쁘지 않고 전반적으로 만족합니다.,1950
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"순해서 민감한 제피부에잘맞아요
 너무만족하면서 쓰고있어요",1951
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"사춘기아이 피부에 너무 잘 맞아요
 자극도 없고 좁쌀에 효과도 좋아요",1952
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),눈 주위에 닿을 때는 조금 따가운 감이 없진 않은데 닦토로 쓰기 나쁘지 않은 것 같아요,1953
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),원래도 사용중인데 할인중이라 미리 샀습니다. 민감한 피부인디 너무 잘맞아요 ㅎ,1954
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),저는 이 토너만 쓰겠습니당!!!! 지금 2통째인데 좁쌀도 조금 들어간 것 같구 되게 순해서 좋은것 같아여,1955
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"늘 쓰던건데 안쓰다가 다시 쓰려고 샀어요 
 로션도 써볼까해요 진정 좁쌀에 짱인듯",1956
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),유명해서 써볼려고 샀는데 순하고 향도 없어서 너무 좋아요 !,1957
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),같이 사은품으로 온 솜에서 살짝 냄새가 나는데 얇아서 쓰기 좋아요 토너도 만족합니당~,1958
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),추천 받아 사 봤는데 맘에 들고 좋아요 다음에도 또 구매할거예요,1959
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),좁쌀여드름에 확실히 좋은 거 같고 모공이 있는 편인데 모공도 조여주는 거 같아요,1960
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),평소에 잘 쓰던건데 저렴한 가격에 구매해서 좋아요 :) !!,1961
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),여름에 스킨케어 많이 안할때 바르기 순하고 스킨팩으로도 할수있어서 좋은것같아요,1962
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"리뷰보고 나한테 해당된다...하고 샀네요
 속 땡김에 써볼려구요",1963
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),항상쓷ㄴ거라세일할때저렴하게잘사어여잘쓰겟습니당ㅁ,1964
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),친구가 사용하는 제품인데 순하고 좋다고 재구매 하더라구용ㅎ 저도 사용하는 토너 다 사용하면 구매해보려고 합니당,1965
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"여드름, 좁쌀에 특히 좋다고 해서 세일할 때 샀는데 잘 맞는 것 같아요",1966
2.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),지극없이 순하고 저는 트러블이 올라와서 스킨팩처럼 사용해봤어요 어성초추출물이 있어서 그런지 믿고 구매했습니다,1967
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),유명한 제품이라 구매해봤는데 순하고 피부가 밝아지는 느낌이에요!,1968
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"여드름때문에 고민인 아들에게 주려고 샀어요~
 자극없이 순하고 좋아요",1969
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),어성초 토너로 워낙 유명해서 구매해보았어요! 기획세트 너무 좋아요!,1970
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),얼마써보지않아 효과는 엄청 보지못했지만 대용량!!좋다고 소문난 제품이어서 믿고 써보겠습니다,1971
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),좋아요 재구매합니다. 가격도 만족하고 피부에 자극도 없어서 좋아요,1972
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"쓰던 토너가 지겨워지려는찰나에 발견
 가볍게 쓰기 좋은거 같다",1973
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),얼른 좁쌀여드른이 없어졌으면 좋겠어요 ㅠㅠㅠㅠ 힝 얼른허,1974
2.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),순하게 진정시켜줘요 물같은데 완전 물은 아니고 토너팩하면 진짜 좋아용,1975
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),피부 타입이 여러 가지가 섞여있는 타입인데 슨한 성분 덕분에 잘 쓰고 있습니다!,1976
2.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"자극없이 순하고 좋습니다.
 여드름 피부에도 좋습니다. 자주 사용하게 될거 같아요",1977
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"매우 좋아요 ! 
 순하고 좋네요 ! 
 촉촉해요 ! 
 자주 쓸 것 같아요 !",1978
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),작년부터 계속 사용하고 있는데 구성이 좋아서 올영에서 구매 했네요,1979
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"스킨팩하기에 좋아요
 기획세트로 화장솜까지 구성되어잇어서 더 좋고 작은 사이즈 휴대하기에 딱 제격이에요",1980
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),좁쌀에 좋다고해서 샀어요 아직 초반이라 효과는 크게 아직 모르겠는데 좀 더 써볼게요~ㅎ,1981
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),지금 두통째 쓰고 있어요. 피부가 민감해서 아무거나 사용 못하는데 한번 써보고 좋아서 완전 정착..,1982
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"일단 향도 좋고 자극없이 무난해서 자주 손이가요.
 어성초여서 순해요",1983
1.5,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),한통 쓰고 나니 좁쌀여드름도 적어진거 같고 유수분도 잘 정리 되는거 같아서 한통 더 샀어요~굿~,1984
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),"좋아요 오늘드림으로 시켰는데 엄청 빨리 오네요
 테스터하니 좋아서 삽니다",1985
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),순하고 촉촉하고 여름에 쓰기 좋은 토너입니다! 추천해요!!,1986
1.0,아누아 어성초 77 수딩토너 기획세트 (350ml+40ml+화장솜60매),스킨팩 하려고 샀는데 용량이 넉넉해서 맘에드네요!! 할인까지 해서 싸게 잘 샀어요~,1987
5.0,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"💟후기💟
 
 저는 아비브 찐팬이고 아비브 제품도 정말 여러가지 
 사용해봤는데 정말 그 중에서도 최고라고 할 수 있는 제품이
 바로 이 아비브 어성초 토너에요...🙉
 
 진짜 제가 써본 토너 중에서 가장 좋고, 아비브 제품 중에서도
 가장 호불호 없이 '극호'로 사용할 수 있는 제품이에요!!
 
 저는 여태까지 마녀공장 비피다 토너, 비욘드 아쿠아 토너, 
 닥터지 블랙스네일 에센스워터, 마몽드 로즈워터 토너 등 
 정말 다양하게 토너를 사용했었어요ㅎㅎ
 
 물론 이 중에서 마녀공장 토너를 제외하고는 다 무난하게
 잘 맞았지만, 딱 이거다 하는 제품은 없었거든요....
 (제가 기초유목민이라ㅠ😭)
 
 근데 정말 아비브 어성초 토너는 정말 딱 쓰자마자 ""이거다""
 싶었어요ㅋㅋㅋㅋ
 
  그냥 제형은 완전 물토너인데 엄청 보습이 좋아요...❣
 
 에센스 제형도 아니고 끈적임이 있는 제형이 전혀 아니라
 보습감에 크게 기대가 없었는데 엄청 촉촉해요...❤
 
 제가 완전 건성에 아토피까지 있는데
 정말 토너 하나만 발랐을 때도 얼굴 당김이 전혀 없어요🙉
 
 물론 저는 건성이라 토너로만 기초를 마무리 하지는 않지만
 토너를 바르고 나서 흡수시킬 때 얼굴 당김이 있었는데
 이거는 그 시간 동안 절대 건조하거나 당김이 없어요👍👍👍
 
 지성피부인 분들은 여름에는 이 토너 하나만으로도 
 기초 마무리해도 될 거 같더라구요ㅋㅋㅋ
 
 정말 촉촉함은 대박인데 바르고 나서 흡수되고 나서도
 끈적임이나 유분감이 없어요ㅋㅋㅋ
 
 제가 써본 토너 중에서 정말 제일 좋아요🙂🙂🙂
 
 제 쌍둥이 언니가 엄청 피부가 예민하고 아토피가 심해서
 대학병원 피부과를 다니는데 언니도 이거 사용해 보더니
 엄청 좋다고 자기도 토너 이 제품으로 갈아탄다고 했어요!!
 
 피부가 예민하다 보니까 웬만해서는 제품 잘 안 바꾸고
 제품 사용할 때도 엄청 까다롭게 고르는데 
 이 제품은 몇 번 사용하더니 바로 넘어왔어요👍
 
 그 만큼 순하고 자극없으면서 보습도 좋습니다🙉
 
 
 ▶️추천 ◀️
 
 추천하는 피부 타입은 건성, 지성, 복합성 다 좋을 거 같아요!!
 
 지성이신 분은 여름에는 이 토너 하나로 기초 마무리하셔도
 될 거 같구, 건성이신 분들은 사계절 내내 사용하시는 거 
 추천드려요!!!👍
 
 건성이신 분들은 크림 두껍게 바르는 거 싫으시면 
 이 제품으로 여러겹 레이어드 해서 토너 바르시면 
 좋을 거 같아요🙂
 
 
 ✔진짜 여러분 제가 기초는 추천 잘 안하는데
 이 제품은 저 믿고 사용하셔도 될 거 같아요!!!
 
 
 ✔제 리뷰가 도움이 되셨다면 👍 부탁드려요🙏
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",1988
3.5,아비브 어성초 카밍 토너 스킨부스터 더블 기획,"평소에도 얼굴에 열감 많아서 홍조도 있고 특히 운동 끝나고 열감이 금방 떨어지지 않아서 세안 후 진정용 흡토로 사용하려고 구입했습니다.
 아비브 어성초 마스크팩도 유명하고 어성초 토너도 너무 잘 써서 스킨 부스터도 기대됩니다.
 💚용기,용량
 가벼운 플라스틱에 디자인 컬라 너무 예쁨니다! 취향저격~♡
 210ml 대용량이라 넉넉하게 쓰기 좋겠습니다.
 💚향
 어성초 패드 보다 약하게 은은하게 납니다.
 💚제형 
 완전 워터리합니다. 가볍습니다.
 💚발림성,보습감 
 워터리해서 건조할것 같은데.. 바르기 쉽고 흡수도 잘되고 촉촉합니다!
 💚마무리감 
 진정 보습에 좋고 붉은 피부 완화되고 편안하고 촉촉합니다.
 💚추천피부,추천계절 
 자극이 느껴지지 않고 특별히 민감하지 않다면 모든 피부타입에 써도 괜찮겠습니다. 
 사계절 다 써도 좋지만 특히 여름에 추천합니다! 
 시원하게 냉장 보관해서 사용하면 정말 좋겠습니다!
 🖤총평
 제형이 완전 물같아서 먼저 닦토로 사용도하고 그다음 흡토로 사용했는데 흡토로 사용했을때가 더 만족스럽습니다.
 닦토로 사용할때는 화장솜이 금방 건조되서 닦다가 부족해서 더 부어서 닦아줬습니다. 
 흡토로 사용했더니 정말 촉촉합니다. 진정도 잘되고 보습도 좋습니다!
 냉장고에 넣고 시원하게 사용하고 싶습니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.
 진정과보습에 좋은흡토 홍조피부추천",1989
